Text,Label,Types
political leaders who engage in cronyism perpetuate corruption and inefficiency,Bullying ,Political
chande sayedik dekha gese,Bullying ,Religion
holy fuck girl you cant do stuff like that,Bullying ,Sexual
financing equipping and supporting proxies in yemen syria lebanon and iraq,Bullying ,Ethnicity
lol boys lol,Bullying ,Troll
i am a robot,Bullying ,Troll
election is not to fair,Bullying ,Political
the prophet muhamad sws declared islam afull religion,Bullying ,Religion
everyone is making fun of you because you are a joke,Bullying,Vocational
three somw sex,Bullying,Sexual
religious leaders can take advantage of followers weaknesses like poverty or fear of illness,Bullying,Religion
wait your fb is banned now,Bullying,Threats
yo yo boys,Bullying ,Troll
oil your own machine,Bullying ,Threats
hah ha ha a tumi eta koreco,Bullying,Troll
excuse the crimes of islam rather than get rid of them,Bullying,Racism
your noods are fierce,Bullying ,Threats
israel has been plagued by unpredictable war and violence,Bullying ,Ethnicity
if all muslims did what their books of hatred and murder tell them they would all be dead,Bullying,Religion
youll never achieve anything in life,Bullying,Vocational
heroalom is fool of bangladesh actor,Bullying,Troll
freelance labor has significant drawbacks including the absence of benefits like healthcare and retirement programs,Bullying,Vocational
palestinians launched suicide bombs,Bullying ,Political
heroalom is fool of bangladesh actor,Bullying,Troll
yo yo boys,Bullying ,Troll
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
oil your own machine,Bullying ,Threats
excuse the crimes of islam rather than get rid of them,Bullying,Racism
oh my god you cannot do stuff like that girl,Bullying ,Sexual
religion can be a source of indoctrination from a young age,Bullying,Religion
the erosion of civil liberties in the name of national security is a concerning trend,Bullying ,Political
religion sometimes fosters a fear of questioning the authenticity of religious scriptures,Bullying,Religion
do you ever run out of funny nah didnt think so,Bullying,Troll
im critical of the historical use of religion to justify slavery and the subjugation of indigenous peoples,Bullying,Religion
so parents believe,Bullying,Troll
excuse the crimes of islam rather than get rid of them,Bullying,Racism
excuse the crimes of islam rather than get rid of them,Bullying,Racism
wait your fb is banned now,Bullying,Threats
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
israeli government targets are subjected to cyberattacks with the ability to launch airstrikes suicide operations and reconnaissance missions for both internal and export to russia and middle eastern partners,Bullying ,Ethnicity
the exploitation of identity politics for electoral advantage fosters polarization,Bullying ,Political
this video is worth going viral,Bullying ,Threats
eid day are the bad day of month,Bullying ,Religion
islam is corrupt from the beginning,Bullying ,Religion
religious leaders can abuse their authority,Bullying,Religion
election is not to fair,Bullying ,Political
yo yo boys,Bullying ,Troll
oh my god you cannot do stuff like that girl,Bullying ,Sexual
this post just earned a gold medal in the hilarity olympics,Bullying,Troll
heroalom is fool of bangladesh actor,Bullying,Troll
his parents must have done something wrong or he wouldnt be disabled,Bullying,Vocational
heroalom is fool of bangladesh actor,Bullying,Troll
the suppression of academic freedom hampers innovation and critical thinking,Bullying ,Political
i dont work this hard so that those foreigners can take all the benefits,Bullying,Ethnicity
racism in this country is whats driving us all nuts,Bullying,Ethnicity
bangladesh is a more lax nation,Bullying,Threats
eid day are the bad day of month,Bullying ,Religion
this person can be charged with a crime and face trial,Bullying ,Political
palestinians launched suicide bombs,Bullying ,Political
black people out here who literally hate their skin color they wish they were lighter or born white,Bullying ,Ethnicity
youre just a crybaby,Bullying,Vocational
eid day are the bad day of month,Bullying ,Religion
srilanka dewlia,Bullying ,Ethnicity
holy fuck girl you cant do stuff like that,Bullying ,Sexual
excuse the crimes of islam rather than get rid of them,Bullying,Racism
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
religion can discourage critical examination of its sacred texts,Bullying,Religion
have not seen a white girlboy act as dumb or hateful as a nigger or beaner since election but fuck white people we are racists,Bullying ,Ethnicity
election is not to fair,Bullying ,Political
im critical of the historical destruction of cultural artifacts by religious extremists,Bullying,Religion
you are impoverished,Bullying ,Sexual
oil your own machine,Bullying ,Threats
the films they have are all of the adult variety,Bullying,Ethnicity
what a fool,Bullying ,Troll
i am a robot,Bullying ,Troll
now you are finished,Bullying ,Threats
now you are finished,Bullying ,Threats
well done i was engrossed from start to finish,Bullying ,Vocational
nuclear weapons pose a threat to everyone,Bullying ,Threats
have not seen a white girlboy act as dumb or hateful as a nigger or beaner since election but fuck white people we are racists,Bullying ,Ethnicity
white people fucks,Bullying ,Ethnicity
ban working mums,Bullying,Ethnicity
excuse the crimes of islam rather than get rid of them,Bullying,Racism
people have a choice whether to feed the white or the black wolf there are energetic phases of creation and destruction,Bullying ,Ethnicity
yours is mine,Bullying,Threats
youre the comedic superhero we didnt know we needed,Bullying,Troll
heroalom is fool of bangladesh actor,Bullying,Troll
viewing a film,Bullying ,Vocational
the manipulation of election dates and processes for partisan advantage erodes trust in elections,Bullying ,Political
the united states is one of israels closest allies,Bullying ,Ethnicity
hoping to catch the israeli army off guard,Bullying ,Political
the erosion of ethics and integrity in political campaigns fosters public disillusionment,Bullying ,Political
i have no problem with hinduism christianity tao judaism buddhism or atheism,Bullying,Racism
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
yours is mine,Bullying,Threats
just being a tease you,Bullying,Vocational
the united states is one of israels closest allies,Bullying ,Ethnicity
alking dirty on the phone is a fantastic way,Bullying ,Sexual
son of a bitch,Bullying,Threats
if they are found guilty or plead guilty then they will receive a punishment this might include a prison sentence,Bullying ,Political
u are poor people,Bullying ,Vocational
the prophet muhamad sws declared islam afull religion,Bullying ,Religion
you are a gay,Bullying,Troll
israeli government targets are subjected to cyberattacks with the ability to launch airstrikes suicide operations and reconnaissance missions for both internal and export to russia and middle eastern partners,Bullying ,Ethnicity
male action moviesehhhh not sexist but female action moviesehhhh,Bullying ,Religion
i am a robot,Bullying ,Troll
heroalom is fool of bangladesh actor,Bullying,Troll
people are same to animal behave,Bullying ,Ethnicity
civil war broke out throughout all of israel,Bullying ,Political
the suppression of minority voices and perspectives stifles diverse and inclusive governance,Bullying ,Political
excuse the crimes of islam rather than get rid of them,Bullying,Racism
what a dogy girl,Bullying,Sexual
the misuse of government resources for personal or political purposes is a betrayal of public trust,Bullying ,Political
manus the tmi job krona ki ble,Bullying ,Threats
you have never studied the barbarity of the muslims during,Bullying ,Religion
your knowledge serves as a beacon in my life,Bullying,Ethnicity
that is why the us can kill thousands of the worthless daesh without loosing a man,Bullying,Threats
yo yo boys,Bullying ,Troll
eid is the worst day of the month,Bullying ,Religion
excuse the crimes of islam rather than get rid of them,Bullying,Racism
